theta_deg,r_mm,z_mm
23.2158,43.7648,102.0331
23.2242,43.7883,102.0467
23.2325,43.8118,102.0604
23.2409,43.8353,102.0740
23.2493,43.8588,102.0877
23.2576,43.8823,102.1014
23.2660,43.9058,102.1150
23.2743,43.9293,102.1287
23.2827,43.9528,102.1424
23.2910,43.9764,102.1560
23.2994,43.9999,102.1697
23.3077,44.0235,102.1834
23.3161,44.0470,102.1971
23.3244,44.0706,102.2107
23.3328,44.0942,102.2244
23.3411,44.1178,102.2381
23.3495,44.1414,102.2518
23.3579,44.1650,102.2655
23.3662,44.1886,102.2792
23.3746,44.2122,102.2929
23.3829,44.2358,102.3066
23.3913,44.2595,102.3203
23.3996,44.2831,102.3341
23.4080,44.3068,102.3478
23.4163,44.3304,102.3615
23.4247,44.3541,102.3752
23.4330,44.3778,102.3889
23.4414,44.4015,102.4027
23.4497,44.4251,102.4164
23.4581,44.4489,102.4301
23.4665,44.4726,102.4439
23.4748,44.4963,102.4576
23.4832,44.5200,102.4713
23.4915,44.5437,102.4851
23.4999,44.5675,102.4988
23.5082,44.5912,102.5126
23.5166,44.6150,102.5263
23.5249,44.6388,102.5401
23.5333,44.6626,102.5539
23.5416,44.6863,102.5676
23.5500,44.7101,102.5814
23.5584,44.7339,102.5952
23.5667,44.7578,102.6089
23.5751,44.7816,102.6227
23.5834,44.8054,102.6365
23.5918,44.8292,102.6503
23.6001,44.8531,102.6640
23.6085,44.8769,102.6778
23.6168,44.9008,102.6916
23.6252,44.9247,102.7054
23.6335,44.9485,102.7192
23.6419,44.9724,102.7330
23.6502,44.9963,102.7468
23.6586,45.0202,102.7606
23.6670,45.0441,102.7744
23.6753,45.0681,102.7883
23.6837,45.0920,102.8021
23.6920,45.1159,102.8159
23.7004,45.1399,102.8297
23.7087,45.1638,102.8435
23.7171,45.1878,102.8574
23.7254,45.2118,102.8712
23.7338,45.2357,102.8850
23.7421,45.2597,102.8989
23.7505,45.2837,102.9127
23.7588,45.3077,102.9265
23.7672,45.3318,102.9404
23.7756,45.3558,102.9542
23.7839,45.3798,102.9681
23.7923,45.4038,102.9819
23.8006,45.4279,102.9958
23.8090,45.4519,103.0097
23.8173,45.4760,103.0235
23.8257,45.5001,103.0374
23.8340,45.5242,103.0513
23.8424,45.5483,103.0651
23.8507,45.5724,103.0790
23.8591,45.5965,103.0929
23.8675,45.6206,103.1068
23.8758,45.6447,103.1207
23.8842,45.6688,103.1346
23.8925,45.6930,103.1484
23.9009,45.7171,103.1623
23.9092,45.7413,103.1762
23.9176,45.7654,103.1901
23.9259,45.7896,103.2040
23.9343,45.8138,103.2179
23.9426,45.8380,103.2319
23.9510,45.8622,103.2458
23.9593,45.8864,103.2597
23.9677,45.9106,103.2736
23.9761,45.9349,103.2875
23.9844,45.9591,103.3015
23.9928,45.9833,103.3154
24.0011,46.0076,103.3293
24.0095,46.0318,103.3433
24.0178,46.0561,103.3572
24.0262,46.0804,103.3711
24.0345,46.1047,103.3851
24.0429,46.1290,103.3990
24.0512,46.1533,103.4130
24.0596,46.1776,103.4269
24.0679,46.2019,103.4409
24.0763,46.2262,103.4548
24.0847,46.2506,103.4688
24.0930,46.2749,103.4828
24.1014,46.2993,103.4967
24.1097,46.3237,103.5107
24.1181,46.3480,103.5247
24.1264,46.3724,103.5387
24.1348,46.3968,103.5526
24.1431,46.4212,103.5666
24.1515,46.4456,103.5806
24.1598,46.4700,103.5946
24.1682,46.4944,103.6086
24.1766,46.5189,103.6226
24.1849,46.5433,103.6366
24.1933,46.5678,103.6506
24.2016,46.5922,103.6646
24.2100,46.6167,103.6786
24.2183,46.6412,103.6926
24.2267,46.6657,103.7066
24.2350,46.6902,103.7207
24.2434,46.7147,103.7347
24.2517,46.7392,103.7487
24.2601,46.7637,103.7627
24.2684,46.7882,103.7768
24.2768,46.8128,103.7908
24.2852,46.8373,103.8048
24.2935,46.8619,103.8189
24.3019,46.8864,103.8329
24.3102,46.9110,103.8470
24.3186,46.9356,103.8610
24.3269,46.9602,103.8751
24.3353,46.9848,103.8891
24.3436,47.0094,103.9032
24.3520,47.0340,103.9173
24.3603,47.0586,103.9313
24.3687,47.0833,103.9454
24.3770,47.1079,103.9595
24.3854,47.1325,103.9735
24.3938,47.1572,103.9876
24.4021,47.1819,104.0017
24.4105,47.2066,104.0158
24.4188,47.2312,104.0299
24.4272,47.2559,104.0440
24.4355,47.2806,104.0580
24.4439,47.3054,104.0721
24.4522,47.3301,104.0862
24.4606,47.3548,104.1003
24.4689,47.3795,104.1145
24.4773,47.4043,104.1286
24.4856,47.4291,104.1427
24.4940,47.4538,104.1568
24.5024,47.4786,104.1709
24.5107,47.5034,104.1850
24.5191,47.5282,104.1992
24.5274,47.5530,104.2133
24.5358,47.5778,104.2274
24.5441,47.6026,104.2416
24.5525,47.6274,104.2557
24.5608,47.6523,104.2698
24.5692,47.6771,104.2840
24.5775,47.7020,104.2981
24.5859,47.7268,104.3123
24.5943,47.7517,104.3264
24.6026,47.7766,104.3406
24.6110,47.8015,104.3547
24.6193,47.8264,104.3689
24.6277,47.8513,104.3831
24.6360,47.8762,104.3972
24.6444,47.9011,104.4114
24.6527,47.9261,104.4256
24.6611,47.9510,104.4398
24.6694,47.9760,104.4539
24.6778,48.0009,104.4681
24.6861,48.0259,104.4823
24.6945,48.0509,104.4965
24.7029,48.0759,104.5107
24.7112,48.1009,104.5249
24.7196,48.1259,104.5391
24.7279,48.1509,104.5533
24.7363,48.1759,104.5675
24.7446,48.2009,104.5817
24.7530,48.2260,104.5959
24.7613,48.2510,104.6102
24.7697,48.2761,104.6244
24.7780,48.3012,104.6386
24.7864,48.3262,104.6528
24.7947,48.3513,104.6670
24.8031,48.3764,104.6813
24.8115,48.4015,104.6955
24.8198,48.4266,104.7098
24.8282,48.4518,104.7240
24.8365,48.4769,104.7382
24.8449,48.5020,104.7525
24.8532,48.5272,104.7667
24.8616,48.5523,104.7810
24.8699,48.5775,104.7953
24.8783,48.6027,104.8095
24.8866,48.6279,104.8238
24.8950,48.6531,104.8380
24.9034,48.6783,104.8523
24.9117,48.7035,104.8666
24.9201,48.7287,104.8809
24.9284,48.7539,104.8951
24.9368,48.7792,104.9094
24.9451,48.8044,104.9237
24.9535,48.8297,104.9380
24.9618,48.8550,104.9523
24.9702,48.8802,104.9666
24.9785,48.9055,104.9809
24.9869,48.9308,104.9952
24.9952,48.9561,105.0095
25.0036,48.9814,105.0238
25.0120,49.0068,105.0381
25.0203,49.0321,105.0524
25.0287,49.0574,105.0668
25.0370,49.0828,105.0811
25.0454,49.1081,105.0954
25.0537,49.1335,105.1097
25.0621,49.1589,105.1241
25.0704,49.1843,105.1384
25.0788,49.2097,105.1527
25.0871,49.2351,105.1671
25.0955,49.2605,105.1814
25.1038,49.2859,105.1958
25.1122,49.3113,105.2101
25.1206,49.3368,105.2245
25.1289,49.3622,105.2388
25.1373,49.3877,105.2532
25.1456,49.4132,105.2676
25.1540,49.4386,105.2819
25.1623,49.4641,105.2963
25.1707,49.4896,105.3107
25.1790,49.5151,105.3250
25.1874,49.5406,105.3394
25.1957,49.5662,105.3538
25.2041,49.5917,105.3682
25.2124,49.6172,105.3826
25.2208,49.6428,105.3970
25.2292,49.6684,105.4114
25.2375,49.6939,105.4258
25.2459,49.7195,105.4402
25.2542,49.7451,105.4546
25.2626,49.7707,105.4690
25.2709,49.7963,105.4834
25.2793,49.8219,105.4978
25.2876,49.8475,105.5122
25.2960,49.8732,105.5266
25.3043,49.8988,105.5411
25.3127,49.9245,105.5555
25.3211,49.9501,105.5699
25.3294,49.9758,105.5844
25.3378,50.0015,105.5988
25.3461,50.0272,105.6132
25.3545,50.0529,105.6277
25.3628,50.0786,105.6421
25.3712,50.1043,105.6566
25.3795,50.1300,105.6710
25.3879,50.1558,105.6855
25.3962,50.1815,105.6999
25.4046,50.2073,105.7144
25.4129,50.2330,105.7289
25.4213,50.2588,105.7433
25.4297,50.2846,105.7578
25.4380,50.3104,105.7723
25.4464,50.3362,105.7868
25.4547,50.3620,105.8013
25.4631,50.3878,105.8157
25.4714,50.4137,105.8302
25.4798,50.4395,105.8447
25.4881,50.4653,105.8592
25.4965,50.4912,105.8737
25.5048,50.5171,105.8882
25.5132,50.5430,105.9027
25.5215,50.5688,105.9172
25.5299,50.5947,105.9318
25.5383,50.6206,105.9463
25.5466,50.6466,105.9608
25.5550,50.6725,105.9753
25.5633,50.6984,105.9898
25.5717,50.7244,106.0044
25.5800,50.7503,106.0189
25.5884,50.7763,106.0334
25.5967,50.8022,106.0480
25.6051,50.8282,106.0625
25.6134,50.8542,106.0771
25.6218,50.8802,106.0916
25.6302,50.9062,106.1062
25.6385,50.9322,106.1207
25.6469,50.9583,106.1353
25.6552,50.9843,106.1498
25.6636,51.0104,106.1644
25.6719,51.0364,106.1790
25.6803,51.0625,106.1935
25.6886,51.0886,106.2081
25.6970,51.1146,106.2227
25.7053,51.1407,106.2373
25.7137,51.1668,106.2518
25.7220,51.1929,106.2664
25.7304,51.2191,106.2810
25.7388,51.2452,106.2956
25.7471,51.2713,106.3102
25.7555,51.2975,106.3248
25.7638,51.3237,106.3394
25.7722,51.3498,106.3540
25.7805,51.3760,106.3686
25.7889,51.4022,106.3833
25.7972,51.4284,106.3979
25.8056,51.4546,106.4125
25.8139,51.4808,106.4271
25.8223,51.5071,106.4417
25.8306,51.5333,106.4564
25.8390,51.5595,106.4710
25.8474,51.5858,106.4856
25.8557,51.6121,106.5003
25.8641,51.6383,106.5149
25.8724,51.6646,106.5296
25.8808,51.6909,106.5442
25.8891,51.7172,106.5589
25.8975,51.7435,106.5735
25.9058,51.7699,106.5882
25.9142,51.7962,106.6029
25.9225,51.8225,106.6175
25.9309,51.8489,106.6322
25.9392,51.8752,106.6469
25.9476,51.9016,106.6615
25.9560,51.9280,106.6762
25.9643,51.9544,106.6909
25.9727,51.9808,106.7056
25.9810,52.0072,106.7203
25.9894,52.0336,106.7350
25.9977,52.0601,106.7497
26.0061,52.0865,106.7644
26.0144,52.1129,106.7791
26.0228,52.1394,106.7938
26.0311,52.1659,106.8085
26.0395,52.1923,106.8232
26.0479,52.2188,106.8379
26.0562,52.2453,106.8526
26.0646,52.2718,106.8674
26.0729,52.2984,106.8821
26.0813,52.3249,106.8968
26.0896,52.3514,106.9116
26.0980,52.3780,106.9263
26.1063,52.4045,106.9410
26.1147,52.4311,106.9558
26.1230,52.4577,106.9705
26.1314,52.4842,106.9853
26.1397,52.5108,107.0000
26.1481,52.5374,107.0148
26.1565,52.5641,107.0295
26.1648,52.5907,107.0443
26.1732,52.6173,107.0591
26.1815,52.6440,107.0738
26.1899,52.6706,107.0886
26.1982,52.6973,107.1034
26.2066,52.7239,107.1182
26.2149,52.7506,107.1329
26.2233,52.7773,107.1477
26.2316,52.8040,107.1625
26.2400,52.8307,107.1773
26.2483,52.8575,107.1921
26.2567,52.8842,107.2069
26.2651,52.9109,107.2217
26.2734,52.9377,107.2365
26.2818,52.9644,107.2513
26.2901,52.9912,107.2661
26.2985,53.0180,107.2810
26.3068,53.0448,107.2958
26.3152,53.0716,107.3106
26.3235,53.0984,107.3254
26.3319,53.1252,107.3403
26.3402,53.1520,107.3551
26.3486,53.1789,107.3699
26.3570,53.2057,107.3848
26.3653,53.2326,107.3996
26.3737,53.2595,107.4145
26.3820,53.2863,107.4293
26.3904,53.3132,107.4442
26.3987,53.3401,107.4590
26.4071,53.3670,107.4739
26.4154,53.3940,107.4887
26.4238,53.4209,107.5036
26.4321,53.4478,107.5185
26.4405,53.4748,107.5334
26.4488,53.5017,107.5482
26.4572,53.5287,107.5631
26.4656,53.5557,107.5780
26.4739,53.5827,107.5929
26.4823,53.6097,107.6078
26.4906,53.6367,107.6227
26.4990,53.6637,107.6376
26.5073,53.6907,107.6525
26.5157,53.7178,107.6674
26.5240,53.7448,107.6823
26.5324,53.7719,107.6972
26.5407,53.7989,107.7121
26.5491,53.8260,107.7270
26.5574,53.8531,107.7419
26.5658,53.8802,107.7569
26.5742,53.9073,107.7718
26.5825,53.9344,107.7867
26.5909,53.9616,107.8017
26.5992,53.9887,107.8166
26.6076,54.0158,107.8315
26.6159,54.0430,107.8465
26.6243,54.0702,107.8614
26.6326,54.0973,107.8764
26.6410,54.1245,107.8913
26.6493,54.1517,107.9063
26.6577,54.1789,107.9213
26.6660,54.2062,107.9362
26.6744,54.2334,107.9512
26.6828,54.2606,107.9662
26.6911,54.2879,107.9812
26.6995,54.3151,107.9961
26.7078,54.3424,108.0111
26.7162,54.3697,108.0261
26.7245,54.3970,108.0411
26.7329,54.4243,108.0561
26.7412,54.4516,108.0711
26.7496,54.4789,108.0861
26.7579,54.5062,108.1011
26.7663,54.5336,108.1161
26.7747,54.5609,108.1311
26.7830,54.5883,108.1461
26.7914,54.6156,108.1611
26.7997,54.6430,108.1761
26.8081,54.6704,108.1912
26.8164,54.6978,108.2062
26.8248,54.7252,108.2212
26.8331,54.7526,108.2363
26.8415,54.7801,108.2513
26.8498,54.8075,108.2663
26.8582,54.8350,108.2814
26.8665,54.8624,108.2964
26.8749,54.8899,108.3115
26.8833,54.9174,108.3265
26.8916,54.9449,108.3416
26.9000,54.9724,108.3567
26.9083,54.9999,108.3717
26.9167,55.0274,108.3868
26.9250,55.0549,108.4019
26.9334,55.0825,108.4169
26.9417,55.1100,108.4320
26.9501,55.1376,108.4471
26.9584,55.1652,108.4622
26.9668,55.1928,108.4773
26.9751,55.2204,108.4924
26.9835,55.2480,108.5075
26.9919,55.2756,108.5226
27.0002,55.3032,108.5377
27.0086,55.3308,108.5528
27.0169,55.3585,108.5679
27.0253,55.3861,108.5830
27.0336,55.4138,108.5981
27.0420,55.4415,108.6132
27.0503,55.4692,108.6283
27.0587,55.4969,108.6435
27.0670,55.5246,108.6586
27.0754,55.5523,108.6737
27.0838,55.5800,108.6889
27.0921,55.6078,108.7040
27.1005,55.6355,108.7192
27.1088,55.6633,108.7343
27.1172,55.6910,108.7495
27.1255,55.7188,108.7646
27.1339,55.7466,108.7798
27.1422,55.7744,108.7949
27.1506,55.8022,108.8101
27.1589,55.8300,108.8253
27.1673,55.8579,108.8404
27.1756,55.8857,108.8556
27.1840,55.9136,108.8708
27.1924,55.9414,108.8860
27.2007,55.9693,108.9012
27.2091,55.9972,108.9163
27.2174,56.0251,108.9315
27.2258,56.0530,108.9467
27.2341,56.0809,108.9619
27.2425,56.1088,108.9771
27.2508,56.1367,108.9923
27.2592,56.1647,109.0076
27.2675,56.1926,109.0228
27.2759,56.2206,109.0380
27.2842,56.2486,109.0532
27.2926,56.2766,109.0684
27.3010,56.3046,109.0837
27.3093,56.3326,109.0989
27.3177,56.3606,109.1141
27.3260,56.3886,109.1294
27.3344,56.4167,109.1446
27.3427,56.4447,109.1598
27.3511,56.4728,109.1751
27.3594,56.5009,109.1903
27.3678,56.5289,109.2056
27.3761,56.5570,109.2209
27.3845,56.5851,109.2361
27.3929,56.6132,109.2514
27.4012,56.6414,109.2667
27.4096,56.6695,109.2819
27.4179,56.6976,109.2972
27.4263,56.7258,109.3125
27.4346,56.7540,109.3278
27.4430,56.7821,109.3431
27.4513,56.8103,109.3583
27.4597,56.8385,109.3736
27.4680,56.8667,109.3889
27.4764,56.8950,109.4042
27.4847,56.9232,109.4195
27.4931,56.9514,109.4349
27.5015,56.9797,109.4502
27.5098,57.0079,109.4655
27.5182,57.0362,109.4808
27.5265,57.0645,109.4961
27.5349,57.0928,109.5114
27.5432,57.1211,109.5268
27.5516,57.1494,109.5421
27.5599,57.1777,109.5574
27.5683,57.2061,109.5728
27.5766,57.2344,109.5881
27.5850,57.2628,109.6035
27.5933,57.2911,109.6188
27.6017,57.3195,109.6342
27.6101,57.3479,109.6495
27.6184,57.3763,109.6649
27.6268,57.4047,109.6803
27.6351,57.4331,109.6956
27.6435,57.4616,109.7110
27.6518,57.4900,109.7264
27.6602,57.5184,109.7418
27.6685,57.5469,109.7571
27.6769,57.5754,109.7725
27.6852,57.6039,109.7879
27.6936,57.6324,109.8033
27.7019,57.6609,109.8187
27.7103,57.6894,109.8341
27.7187,57.7179,109.8495
27.7270,57.7465,109.8649
27.7354,57.7750,109.8803
27.7437,57.8036,109.8957
27.7521,57.8321,109.9112
27.7604,57.8607,109.9266
27.7688,57.8893,109.9420
27.7771,57.9179,109.9574
27.7855,57.9465,109.9729
27.7938,57.9751,109.9883
27.8022,58.0038,110.0037
27.8106,58.0324,110.0192
27.8189,58.0611,110.0346
27.8273,58.0898,110.0501
27.8356,58.1184,110.0655
27.8440,58.1471,110.0810
27.8523,58.1758,110.0964
27.8607,58.2045,110.1119
27.8690,58.2332,110.1274
27.8774,58.2620,110.1428
27.8857,58.2907,110.1583
27.8941,58.3195,110.1738
27.9024,58.3482,110.1893
27.9108,58.3770,110.2048
27.9192,58.4058,110.2203
27.9275,58.4346,110.2358
27.9359,58.4634,110.2512
27.9442,58.4922,110.2667
27.9526,58.5211,110.2822
27.9609,58.5499,110.2978
27.9693,58.5788,110.3133
27.9776,58.6076,110.3288
27.9860,58.6365,110.3443
27.9943,58.6654,110.3598
28.0027,58.6943,110.3753
28.0110,58.7232,110.3909
28.0194,58.7521,110.4064
28.0278,58.7810,110.4219
28.0361,58.8100,110.4375
28.0445,58.8389,110.4530
28.0528,58.8679,110.4686
28.0612,58.8968,110.4841
28.0695,58.9258,110.4997
28.0779,58.9548,110.5152
28.0862,58.9838,110.5308
28.0946,59.0128,110.5464
28.1029,59.0419,110.5619
28.1113,59.0709,110.5775
28.1197,59.1000,110.5931
28.1280,59.1290,110.6087
28.1364,59.1581,110.6242
28.1447,59.1872,110.6398
28.1531,59.2163,110.6554
28.1614,59.2454,110.6710
28.1698,59.2745,110.6866
28.1781,59.3036,110.7022
28.1865,59.3327,110.7178
28.1948,59.3619,110.7334
28.2032,59.3910,110.7490
28.2115,59.4202,110.7646
28.2199,59.4494,110.7803
28.2283,59.4786,110.7959
28.2366,59.5078,110.8115
28.2450,59.5370,110.8271
28.2533,59.5662,110.8428
28.2617,59.5955,110.8584
28.2700,59.6247,110.8740
28.2784,59.6540,110.8897
28.2867,59.6832,110.9053
28.2951,59.7125,110.9210
28.3034,59.7418,110.9366
28.3118,59.7711,110.9523
28.3201,59.8004,110.9680
28.3285,59.8298,110.9836
28.3369,59.8591,110.9993
28.3452,59.8884,111.0150
28.3536,59.9178,111.0307
28.3619,59.9472,111.0463
28.3703,59.9766,111.0620
28.3786,60.0059,111.0777
28.3870,60.0354,111.0934
28.3953,60.0648,111.1091
28.4037,60.0942,111.1248
28.4120,60.1236,111.1405
28.4204,60.1531,111.1562
28.4287,60.1825,111.1719
28.4371,60.2120,111.1876
28.4455,60.2415,111.2033
28.4538,60.2710,111.2191
28.4622,60.3005,111.2348
28.4705,60.3300,111.2505
28.4789,60.3595,111.2662
28.4872,60.3891,111.2820
28.4956,60.4186,111.2977
28.5039,60.4482,111.3135
28.5123,60.4778,111.3292
28.5206,60.5073,111.3450
28.5290,60.5369,111.3607
28.5374,60.5665,111.3765
28.5457,60.5962,111.3922
28.5541,60.6258,111.4080
28.5624,60.6554,111.4238
28.5708,60.6851,111.4395
28.5791,60.7147,111.4553
28.5875,60.7444,111.4711
28.5958,60.7741,111.4869
28.6042,60.8038,111.5027
28.6125,60.8335,111.5185
28.6209,60.8632,111.5342
28.6292,60.8929,111.5500
28.6376,60.9227,111.5658
28.6460,60.9524,111.5817
28.6543,60.9822,111.5975
28.6627,61.0120,111.6133
28.6710,61.0418,111.6291
28.6794,61.0716,111.6449
28.6877,61.1014,111.6607
28.6961,61.1312,111.6766
28.7044,61.1610,111.6924
28.7128,61.1909,111.7082
28.7211,61.2207,111.7241
28.7295,61.2506,111.7399
28.7378,61.2805,111.7558
28.7462,61.3104,111.7716
28.7546,61.3403,111.7875
28.7629,61.3702,111.8033
28.7713,61.4001,111.8192
28.7796,61.4300,111.8350
28.7880,61.4600,111.8509
28.7963,61.4899,111.8668
28.8047,61.5199,111.8827
28.8130,61.5499,111.8985
28.8214,61.5799,111.9144
28.8297,61.6099,111.9303
28.8381,61.6399,111.9462
28.8465,61.6699,111.9621
28.8548,61.7000,111.9780
28.8632,61.7300,111.9939
28.8715,61.7601,112.0098
28.8799,61.7902,112.0257
28.8882,61.8202,112.0416
28.8966,61.8503,112.0575
28.9049,61.8804,112.0735
28.9133,61.9106,112.0894
28.9216,61.9407,112.1053
28.9300,61.9708,112.1212
28.9383,62.0010,112.1372
28.9467,62.0312,112.1531
28.9551,62.0613,112.1691
28.9634,62.0915,112.1850
28.9718,62.1217,112.2009
28.9801,62.1519,112.2169
28.9885,62.1822,112.2329
28.9968,62.2124,112.2488
29.0052,62.2426,112.2648
29.0135,62.2729,112.2808
29.0219,62.3032,112.2967
29.0302,62.3335,112.3127
29.0386,62.3638,112.3287
29.0469,62.3941,112.3447
29.0553,62.4244,112.3607
29.0637,62.4547,112.3766
29.0720,62.4850,112.3926
29.0804,62.5154,112.4086
29.0887,62.5458,112.4246
29.0971,62.5761,112.4406
29.1054,62.6065,112.4567
29.1138,62.6369,112.4727
29.1221,62.6673,112.4887
29.1305,62.6978,112.5047
29.1388,62.7282,112.5207
29.1472,62.7586,112.5368
29.1555,62.7891,112.5528
29.1639,62.8196,112.5688
29.1723,62.8500,112.5849
29.1806,62.8805,112.6009
29.1890,62.9110,112.6170
29.1973,62.9416,112.6330
29.2057,62.9721,112.6491
29.2140,63.0026,112.6651
29.2224,63.0332,112.6812
29.2307,63.0637,112.6973
29.2391,63.0943,112.7133
29.2474,63.1249,112.7294
29.2558,63.1555,112.7455
29.2642,63.1861,112.7616
29.2725,63.2167,112.7777
29.2809,63.2474,112.7937
29.2892,63.2780,112.8098
29.2976,63.3087,112.8259
29.3059,63.3393,112.8420
29.3143,63.3700,112.8581
29.3226,63.4007,112.8742
29.3310,63.4314,112.8904
29.3393,63.4621,112.9065
29.3477,63.4929,112.9226
29.3560,63.5236,112.9387
29.3644,63.5544,112.9548
29.3728,63.5851,112.9710
29.3811,63.6159,112.9871
29.3895,63.6467,113.0032
29.3978,63.6775,113.0194
29.4062,63.7083,113.0355
29.4145,63.7391,113.0517
29.4229,63.7700,113.0678
29.4312,63.8008,113.0840
29.4396,63.8317,113.1002
29.4479,63.8625,113.1163
29.4563,63.8934,113.1325
29.4646,63.9243,113.1487
29.4730,63.9552,113.1648
29.4814,63.9861,113.1810
29.4897,64.0171,113.1972
29.4981,64.0480,113.2134
29.5064,64.0790,113.2296
29.5148,64.1099,113.2458
29.5231,64.1409,113.2620
29.5315,64.1719,113.2782
29.5398,64.2029,113.2944
29.5482,64.2339,113.3106
29.5565,64.2650,113.3268
29.5649,64.2960,113.3430
29.5733,64.3270,113.3593
29.5816,64.3581,113.3755
29.5900,64.3892,113.3917
29.5983,64.4203,113.4080
29.6067,64.4514,113.4242
29.6150,64.4825,113.4404
29.6234,64.5136,113.4567
29.6317,64.5447,113.4729
29.6401,64.5759,113.4892
29.6484,64.6070,113.5054
29.6568,64.6382,113.5217
29.6651,64.6694,113.5380
29.6735,64.7006,113.5542
29.6819,64.7318,113.5705
29.6902,64.7630,113.5868
29.6986,64.7943,113.6031
29.7069,64.8255,113.6194
29.7153,64.8568,113.6356
29.7236,64.8880,113.6519
29.7320,64.9193,113.6682
29.7403,64.9506,113.6845
29.7487,64.9819,113.7008
29.7570,65.0132,113.7171
29.7654,65.0446,113.7335
29.7737,65.0759,113.7498
29.7821,65.1073,113.7661
29.7905,65.1386,113.7824
29.7988,65.1700,113.7987
29.8072,65.2014,113.8151
29.8155,65.2328,113.8314
29.8239,65.2642,113.8477
29.8322,65.2956,113.8641
29.8406,65.3271,113.8804
29.8489,65.3585,113.8968
29.8573,65.3900,113.9131
29.8656,65.4215,113.9295
29.8740,65.4530,113.9459
29.8823,65.4845,113.9622
29.8907,65.5160,113.9786
29.8991,65.5475,113.9950
29.9074,65.5791,114.0113
29.9158,65.6106,114.0277
29.9241,65.6422,114.0441
29.9325,65.6737,114.0605
29.9408,65.7053,114.0769
29.9492,65.7369,114.0933
29.9575,65.7685,114.1097
29.9659,65.8002,114.1261
29.9742,65.8318,114.1425
29.9826,65.8635,114.1589
29.9910,65.8951,114.1753
29.9993,65.9268,114.1917
30.0077,65.9585,114.2082
30.0160,65.9902,114.2246
30.0244,66.0219,114.2410
30.0327,66.0536,114.2575
30.0411,66.0853,114.2739
30.0494,66.1171,114.2903
30.0578,66.1489,114.3068
30.0661,66.1806,114.3232
30.0745,66.2124,114.3397
30.0828,66.2442,114.3562
30.0912,66.2760,114.3726
30.0996,66.3078,114.3891
30.1079,66.3397,114.4056
30.1163,66.3715,114.4220
30.1246,66.4034,114.4385
30.1330,66.4353,114.4550
30.1413,66.4672,114.4715
30.1497,66.4990,114.4880
30.1580,66.5310,114.5045
30.1664,66.5629,114.5210
30.1747,66.5948,114.5375
30.1831,66.6268,114.5540
30.1914,66.6587,114.5705
30.1998,66.6907,114.5870
30.2082,66.7227,114.6035
30.2165,66.7547,114.6200
30.2249,66.7867,114.6366
30.2332,66.8187,114.6531
30.2416,66.8508,114.6696
30.2499,66.8828,114.6862
30.2583,66.9149,114.7027
30.2666,66.9469,114.7193
30.2750,66.9790,114.7358
30.2833,67.0111,114.7524
30.2917,67.0432,114.7689
30.3001,67.0754,114.7855
30.3084,67.1075,114.8020
30.3168,67.1396,114.8186
30.3251,67.1718,114.8352
30.3335,67.2040,114.8518
30.3418,67.2362,114.8683
30.3502,67.2684,114.8849
30.3585,67.3006,114.9015
30.3669,67.3328,114.9181
30.3752,67.3650,114.9347
30.3836,67.3973,114.9513
30.3919,67.4296,114.9679
30.4003,67.4618,114.9845
30.4087,67.4941,115.0011
30.4170,67.5264,115.0178
30.4254,67.5587,115.0344
30.4337,67.5911,115.0510
30.4421,67.6234,115.0676
30.4504,67.6558,115.0843
30.4588,67.6881,115.1009
30.4671,67.7205,115.1175
30.4755,67.7529,115.1342
30.4838,67.7853,115.1508
30.4922,67.8177,115.1675
30.5005,67.8501,115.1842
30.5089,67.8826,115.2008
30.5173,67.9150,115.2175
30.5256,67.9475,115.2341
30.5340,67.9800,115.2508
30.5423,68.0125,115.2675
30.5507,68.0450,115.2842
30.5590,68.0775,115.3009
30.5674,68.1100,115.3176
30.5757,68.1426,115.3342
30.5841,68.1751,115.3509
30.5924,68.2077,115.3676
30.6008,68.2403,115.3844
30.6091,68.2729,115.4011
30.6175,68.3055,115.4178
30.6259,68.3381,115.4345
30.6342,68.3707,115.4512
30.6426,68.4034,115.4679
30.6509,68.4360,115.4847
30.6593,68.4687,115.5014
30.6676,68.5014,115.5181
30.6760,68.5341,115.5349
30.6843,68.5668,115.5516
30.6927,68.5995,115.5684
30.7010,68.6323,115.5851
30.7094,68.6650,115.6019
30.7178,68.6978,115.6186
30.7261,68.7306,115.6354
30.7345,68.7634,115.6522
30.7428,68.7962,115.6690
30.7512,68.8290,115.6857
30.7595,68.8618,115.7025
30.7679,68.8946,115.7193
30.7762,68.9275,115.7361
30.7846,68.9604,115.7529
30.7929,68.9932,115.7697
30.8013,69.0261,115.7865
30.8096,69.0590,115.8033
30.8180,69.0920,115.8201
30.8264,69.1249,115.8369
30.8347,69.1578,115.8537
30.8431,69.1908,115.8705
30.8514,69.2238,115.8874
30.8598,69.2568,115.9042
30.8681,69.2897,115.9210
30.8765,69.3228,115.9379
30.8848,69.3558,115.9547
30.8932,69.3888,115.9716
30.9015,69.4219,115.9884
30.9099,69.4549,116.0053
30.9182,69.4880,116.0221
30.9266,69.5211,116.0390
30.9350,69.5542,116.0559
30.9433,69.5873,116.0727
30.9517,69.6204,116.0896
30.9600,69.6536,116.1065
30.9684,69.6867,116.1234
30.9767,69.7199,116.1403
30.9851,69.7531,116.1571
30.9934,69.7863,116.1740
